id,datetime,route_name,direction,destination,line_name,description
4430937,2026-04-09 10:23:00+02,60,"",Nottingham,60,Nottingham - Gedling
4443409,2026-04-09 10:55:00+02,60,"",Gedling,60,Nottingham - Gedling
4461675,2026-04-09 11:33:00+02,60,"",Nottingham,60,Nottingham - Gedling
4475508,2026-04-09 12:05:00+02,60,"",Gedling,60,Nottingham - Gedling
4492126,2026-04-09 12:43:00+02,60,"",Nottingham,60,Nottingham - Gedling
4506556,2026-04-09 13:15:00+02,60,"",Gedling,60,Nottingham - Gedling
4522181,2026-04-09 13:53:00+02,60,"",Nottingham,60,Nottingham - Gedling
4537954,2026-04-09 14:25:00+02,60,"",Gedling,60,Nottingham - Gedling
4552293,2026-04-09 15:03:00+02,60,"",Nottingham,60,Nottingham - Gedling
4568908,2026-04-09 15:35:00+02,60,"",Gedling,60,Nottingham - Gedling
4586143,2026-04-09 16:11:00+02,60,"",Nottingham,60,Nottingham - Gedling
4597161,2026-04-09 16:45:00+02,60,"",Gedling,60,Nottingham - Gedling
4616726,2026-04-09 17:23:00+02,60,"",Nottingham,60,Nottingham - Gedling
4628618,2026-04-09 17:55:00+02,60,"",Gedling,60,Nottingham - Gedling
4646102,2026-04-09 18:33:00+02,60,"",Nottingham,60,Nottingham - Gedling
4655837,2026-04-09 19:05:00+02,60,"",Gedling,60,Nottingham - Gedling
4763804,2026-04-10 06:31:00+02,60,"",Nottingham,60,Nottingham - Gedling
4769193,2026-04-10 07:02:00+02,60,"",Gedling,60,Nottingham - Gedling
4779321,2026-04-10 07:29:00+02,60,"",Nottingham,60,Nottingham - Gedling
4785586,2026-04-10 08:00:00+02,60,"",Gedling,60,Nottingham - Gedling
4807012,2026-04-10 08:31:00+02,60,"",Nottingham,60,Nottingham - Gedling
4818298,2026-04-10 09:08:00+02,60,"",Gedling,60,Nottingham - Gedling
4834110,2026-04-10 09:42:00+02,60,"",Nottingham,60,Nottingham - Gedling
4849403,2026-04-10 10:16:00+02,60,"",Gedling,60,Nottingham - Gedling
4867109,2026-04-10 10:53:00+02,60,"",Nottingham,60,Nottingham - Gedling
4881751,2026-04-10 11:25:00+02,60,"",Gedling,60,Nottingham - Gedling
4899360,2026-04-10 12:03:00+02,60,"",Nottingham,60,Nottingham - Gedling
4911304,2026-04-10 12:35:00+02,60,"",Gedling,60,Nottingham - Gedling
4927992,2026-04-10 13:13:00+02,60,"",Nottingham,60,Nottingham - Gedling
4945933,2026-04-10 13:45:00+02,60,"",Gedling,60,Nottingham - Gedling
4961642,2026-04-10 14:23:00+02,60,"",Nottingham,60,Nottingham - Gedling
4976368,2026-04-10 14:55:00+02,60,"",Gedling,60,Nottingham - Gedling
4990287,2026-04-10 15:33:00+02,60,"",Nottingham,60,Nottingham - Gedling
5003442,2026-04-10 16:05:00+02,60,"",Gedling,60,Nottingham - Gedling
5019060,2026-04-10 16:41:00+02,60,"",Nottingham,60,Nottingham - Gedling
5033689,2026-04-10 17:15:00+02,60,"",Gedling,60,Nottingham - Gedling
5048623,2026-04-10 17:53:00+02,60,"",Nottingham,60,Nottingham - Gedling
