service_id,operator_id,operator_name,line_name,description
14177,ABLO,Transport UK,63,Honor Oak - Peckham Rye - Peckham - Burgess Park - Old Kent Road - Elephant & Castle - Southwark - Blackfriars - Farringdon - Kings Cross
14178,ABLO,Transport UK,639,"Roehampton, Danebury Avenue - Putney Heath - Southfields - Wandsworth - Clapham Junction - Battersea - Battersea, St John Bosco College"
14179,ABLO,Transport UK,655,Mitcham - Colliers Wood - Wimbledon Chase - South Wimbledon Station - Raynes Park High School
14180,ABLO,Transport UK,670,"Roehampton, Danebury Avenue - Putney Heath - West Hill - Wandsworth - Clapham Junction - Battersea - Battersea, St John Bosco College"
14181,ABLO,Transport UK,671,"North Kingston, Tiffin Girls' School - Kingston - Surbiton - Hook - Chessington North - Copt Gilders - Chessington South"
14182,ABLO,Transport UK,68,West Norwood - Camberwell - Elephant & Castle - Waterloo - Euston
14183,ABLO,Transport UK,969,Whitton - Barnes - Roehampton Vale
14795,ABLO,Transport UK,C,Stratford City - Forest Gate - Manor Park - Ilford - Seven Kings - Goodmayes - Chadwell Heath - Romford
14184,ABLO,Transport UK,C10,Canada Water - Rotherhithe - Bermondsey - Elephant & Castle - Waterloo - Pimlico - Victoria
14185,ABLO,Transport UK,C3,"Clapham Junction - Wandsworth Bridge - Sands End - Imperial Wharf - Chelsea Harbour - Earls Court - Earls Court, Tesco"
14186,ABLO,Transport UK,E10,"Northolt, Islip Manor - Ferrymead Gardens - Greenford Broadway - Argyle Road - Ealing Broadway"
14187,ABLO,Transport UK,E11,"Greenford Broadway - Elthorne Heights - Castle Bar Park Station - West Ealing - Ealing, Warwick Dene"
14188,ABLO,Transport UK,E5,"Southall, Toplocks Estate - Southall - Dormers Wells - Greenford - Medway Estate - Perivale, Tesco"
14189,ABLO,Transport UK,E6,Greenford Station - Greenford Broadway - Yeading Tesco - Hayes (Grapes) - Hayes & Harlington Station - Bulls Bridge
14190,ABLO,Transport UK,E7,Ruislip Station - Ruislip Gardens - Yeading White Hart - Greenford - Scotch Common - West Ealing - Ealing Broadway
14191,ABLO,Transport UK,G1,"Streatham, Green Lane - Tooting - Wandsworth Common - Clapham Junction - Battersea, Shaftesbury Estate"
14192,ABLO,Transport UK,H20,"Hounslow Central, Lampton Park - Central Avenue - Isleworth Library - Ivybridge - Twickenham, Tesco"
14193,ABLO,Transport UK,H25,Butts Farm - Hanworth - Feltham - Bedfont Green - Hatton Cross
14194,ABLO,Transport UK,H26,"Feltham, Sparrow Farm - Guildford Avenue - Bedfont Lakes - Bedfont Green - Hatton Cross Station"
14195,ABLO,Transport UK,H28,"Bulls Bridge - Hounslow - Spring Grove - West Middlesex Hospital - Osterley, Tesco"
14138,ABLO,Transport UK,N109,Croydon Town Centre - Norbury - Streatham - Brixton - Oxford Circus
14142,ABLO,Transport UK,N133,Morden - Streatham - Brixton - Elephant & Castle - Liverpool Street
14148,ABLO,Transport UK,N207,Uxbridge - Hayes By-Pass - Hanwell - Ealing Broadway - Acton Town Centre - Shepherds Bush - Oxford Circus - Holborn
14196,ABLO,Transport UK,N27,Hammersmith - Kensington - Paddington - Camden Town - Chalk Farm
14197,ABLO,Transport UK,N3,Oxford Circus - Westminster - Brixton - Crystal Palace - Bromley South & North
14167,ABLO,Transport UK,N381,"Peckham - Canada Water - Bermondsey - London Bridge - Whitehall, Horse Guards"
14198,ABLO,Transport UK,N63,Crystal Palace - Peckham - Elephant & Castle - Blackfriars - Kings Cross
14199,ABLO,Transport UK,N68,Old Coulsdon - Croydon - Elephant & Castle - Waterloo - Tottenham Court Road
14200,ABLO,Transport UK,P13,Streatham Station - Streatham Hill - Tulse Hill - West Dulwich Station - East Dulwich - Peckham Rye - New Cross Gate
14201,ABLO,Transport UK,P5,"Elephant & Castle - Loughborough Park - Brixton -  Clapham North - Nine Elms, Patmore Estate"
8775,ABLO,Transport UK,R68,Kew Retail Park -  Richmond - Twickenham - Teddington - Hampton Court
14202,ABLO,Transport UK,R70,"Hampton, The Avenue - Hampton Wick - Fulwell - Twickenham - Richmond, Manor Circus"
8773,ABLO,Transport UK,S1,"Banstead - Downs Road - Sutton Station and Town Centre - St Helier Hospital - Rose Hill - Mitcham Junction - Mitcham, Lavender Fields"
14203,ABLO,Transport UK,S3,Belmont - Royal Marsden Hospital - Carshalton - Sutton - Sutton Common Station - North Cheam Sainsbury's - Worcester Park - Malden Manor Station
14204,ABLO,Transport UK,U5,Uxbridge - Cowley - West Drayton - Stockley Park - Hayes & Harlington Station
14205,ABLO,Transport UK,U7,"Uxbridge - Hillingdon Hospital - Charville Lane & Academy - Lansbury Drive - Hayes, Sainsbury's"
14206,ABLO,Transport UK,U9,Uxbridge - Harefield Road - Harvil Road - Harefield Green - Harefield Hospital
8664,UNOL,Uno,292,"Borehamwood, Rossington Avenue - Ripon Park - Stirling & Apex Corners - Edgware - Colindale, Superstores"
8352,UNOL,Uno,298,Arnos Grove or Arnos Grove Station - Potters Bar Station
14669,UNOL,Uno,383,"Barnet, The Spires - New Barnet - Oakleigh Park - Woodside Park - Finchley Memorial Hospital"
14670,UNOL,Uno,628,"Kingsbury, The Mall - Mill Hill Broadway - Whetstone - Osidge - Southgate"
14671,UNOL,Uno,643,"Brent Cross, Shopping Centre - Hendon Central - Finchley Lane - Hendon Lane - East Finchley Schools"
14672,UNOL,Uno,653,Muswell Hill - Finchley Central - Hendon - West Hendon - Kingsbury
14673,UNOL,Uno,683,"Friern Barnet - North Finchley - Finchley Central - West Hendon - Kingsbury, The Mall"
14674,UNOL,Uno,688,"Southgate - Whetstone - Edgware - Queensbury - Kingsbury, The Mall"
8641,UNOL,Uno,699,Winchmore Hill - Southgate - Cockfosters - Potters Bar - Dame Alice Owen's School
14212,NWFF,Woolwich Free Ferry,Woolwich Ferry,Woolwich Ferry South Pier - Woolwich Ferry North Pier
